0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.8087e-019,7.4697e-018,1.4012e-018,2.9879e-017,0,0,0,0,9.8087e-017,8.2996e-017,1.4012e-016,3.3199e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9067e-017,9.0466e-017,1.4152e-016,3.6187e-016,0,0,0,0
3.9674e-017,4.2318e-016,1.1771e-016,1.0712e-015,0,0,0,0,9.9184e-016,6.6123e-016,1.3079e-015,2.9755e-015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0315e-015,1.0844e-015,1.4256e-015,4.0467e-015,0,0,0,0
9.1226e-017,8.625e-016,3.1374e-016,2.6355e-015,0,0,0,0,1.0136e-015,5.9896e-016,1.255e-015,2.6355e-015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1048e-015,1.4615e-015,1.5687e-015,5.2709e-015,0,0,0,0
6.907e-015,2.8994e-014,1.4767e-014,8.6985e-014,0,0,0,0,2.2025e-016,6.6376e-017,2.3074e-016,3.4407e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1272e-015,2.906e-014,1.4998e-014,8.7329e-014,0,0,0,0
2.0474e-014,7.8445e-014,4.3862e-014,2.7148e-013,0,0,0,0,1.0908e-016,3.1504e-017,1.0857e-016,1.448e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0583e-014,7.8476e-014,4.3971e-014,2.7163e-013,0,0,0,0
2.3508e-014,7.6159e-014,5.3979e-014,3.1863e-013,0,0,0,0,1.1337e-016,3.8287e-017,1.0568e-016,1.4673e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3622e-014,7.6198e-014,5.4085e-014,3.1877e-013,0,0,0,0
2.4828e-014,7.0352e-014,6.3895e-014,3.5057e-013,0,0,0,0,1.2667e-016,4.872e-017,1.0645e-016,1.5803e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4954e-014,7.04e-014,6.4001e-014,3.5073e-013,0,0,0,0
4.2667e-014,1.1986e-013,1.1453e-013,6.1876e-013,0,0,0,0,1.9218e-016,7.4168e-017,1.548e-016,2.3239e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2859e-014,1.1993e-013,1.1468e-013,6.1899e-013,0,0,0,0
5.8615e-014,1.8912e-013,1.62e-013,8.3884e-013,0,0,0,0,1.6409e-016,5.4514e-017,1.2711e-016,1.9733e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8779e-014,1.8918e-013,1.6213e-013,8.3904e-013,0,0,0,0
6.9529e-014,2.2577e-013,2.1607e-013,1.1696e-012,0,0,0,0,1.5617e-016,5.1207e-017,1.0765e-016,1.5925e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9685e-014,2.2582e-013,2.1617e-013,1.1698e-012,0,0,0,0
8.1794e-014,2.6494e-013,2.4634e-013,1.369e-012,0,0,0,0,1.4811e-016,4.8383e-017,1.0472e-016,1.5074e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1942e-014,2.6499e-013,2.4644e-013,1.3692e-012,0,0,0,0
9.2723e-014,2.5265e-013,2.6679e-013,1.4511e-012,0,0,0,0,1.4486e-016,5.5781e-017,1.0672e-016,1.568e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2868e-014,2.527e-013,2.669e-013,1.4512e-012,0,0,0,0
9.4437e-014,2.2682e-013,2.8426e-013,1.5327e-012,0,0,0,0,1.5479e-016,6.7426e-017,1.0929e-016,1.6189e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4592e-014,2.2689e-013,2.8437e-013,1.5329e-012,0,0,0,0
9.6042e-014,2.0429e-013,2.9895e-013,1.6174e-012,0,0,0,0,1.6536e-016,8.1065e-017,1.1315e-016,1.6704e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6208e-014,2.0437e-013,2.9906e-013,1.6175e-012,0,0,0,0
9.7556e-014,1.8447e-013,3.1235e-013,1.7038e-012,0,0,0,0,1.7665e-016,9.704e-017,1.1777e-016,1.7245e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7733e-014,1.8457e-013,3.1247e-013,1.704e-012,0,0,0,0
9.7391e-014,1.6739e-013,3.2433e-013,1.7888e-012,0,0,0,0,1.9238e-016,1.1592e-016,1.2372e-016,1.7924e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7583e-014,1.675e-013,3.2446e-013,1.789e-012,0,0,0,0
9.6441e-014,1.5082e-013,3.3342e-013,1.8612e-012,0,0,0,0,2.0863e-016,1.3766e-016,1.2971e-016,1.8575e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6649e-014,1.5096e-013,3.3355e-013,1.8614e-012,0,0,0,0
9.5005e-014,1.3625e-013,3.4175e-013,1.9329e-012,0,0,0,0,2.2607e-016,1.6201e-016,1.3561e-016,1.9176e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5231e-014,1.3642e-013,3.4189e-013,1.9331e-012,0,0,0,0
9.3225e-014,1.2333e-013,3.4837e-013,2.0068e-012,0,0,0,0,2.4517e-016,1.8966e-016,1.4218e-016,1.975e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.347e-014,1.2351e-013,3.4851e-013,2.007e-012,0,0,0,0
9.1615e-014,1.1233e-013,3.5383e-013,2.0724e-012,0,0,0,0,2.6481e-016,2.1993e-016,1.4919e-016,2.0396e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.188e-014,1.1255e-013,3.5398e-013,2.0726e-012,0,0,0,0
8.933e-014,1.0324e-013,3.5878e-013,2.1525e-012,0,0,0,0,2.8838e-016,2.5302e-016,1.5702e-016,2.0976e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9618e-014,1.0349e-013,3.5893e-013,2.1527e-012,0,0,0,0
8.7651e-014,9.6526e-014,3.6493e-013,2.2368e-012,0,0,0,0,3.1429e-016,2.8823e-016,1.6591e-016,2.1712e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7966e-014,9.6814e-014,3.651e-013,2.237e-012,0,0,0,0
8.6373e-014,9.0401e-014,3.7135e-013,2.3147e-012,0,0,0,0,3.4165e-016,3.2806e-016,1.755e-016,2.2601e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6714e-014,9.0729e-014,3.7153e-013,2.3149e-012,0,0,0,0
8.4889e-014,8.6083e-014,3.7696e-013,2.391e-012,0,0,0,0,3.723e-016,3.6774e-016,1.8615e-016,2.3579e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5261e-014,8.6451e-014,3.7714e-013,2.3912e-012,0,0,0,0
8.3354e-014,8.2112e-014,3.833e-013,2.4802e-012,0,0,0,0,4.0762e-016,4.1302e-016,1.9799e-016,2.4605e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3762e-014,8.2525e-014,3.835e-013,2.4805e-012,0,0,0,0
8.1211e-014,7.8639e-014,3.8788e-013,2.5567e-012,0,0,0,0,4.456e-016,4.5824e-016,2.0978e-016,2.5618e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1657e-014,7.9097e-014,3.8809e-013,2.5569e-012,0,0,0,0
7.9306e-014,7.532e-014,3.9242e-013,2.6298e-012,0,0,0,0,4.8405e-016,5.0605e-016,2.2141e-016,2.6616e-016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.979e-014,7.5826e-014,3.9264e-013,2.6301e-012,0,0,0,0
1.1337e-013,1.8267e-013,8.914e-014,3.8693e-013,0,0,2.96e-012,3.2418e-011,4.843e-016,3.1451e-016,3.1027e-017,2.4963e-017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1386e-013,1.8298e-013,3.0491e-012,3.2805e-011,0,0,0,0
