0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6945e-012,2.6945e-012,2.6945e-012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0083e-012,2.0083e-012,2.0083e-012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3045e-012,1.3045e-012,1.3045e-012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3451e-012,1.3451e-012,1.3451e-012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2025e-012,9.2025e-012,9.2025e-012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4.0396e-015,4.0396e-015,4.0396e-015,5.431e-012,5.431e-012,5.431e-012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.4704e-015,3.4704e-015,3.4704e-015,1.0498e-011,1.0498e-011,1.0498e-011,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0769e-011,2.0769e-011,2.0769e-011,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4948e-011,2.4948e-011,2.4948e-011,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0384e-011,1.0384e-011,1.0384e-011,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1852e-012,6.3218e-012,6.3218e-012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2946e-012,3.2946e-012,3.2946e-012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3163e-013,8.3163e-013,8.3163e-013,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815e-013,1.815e-013,1.815e-013,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6257e-014,2.6257e-014,2.6257e-014,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7871e-015,5.7871e-015,5.7871e-015,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9815e-016,3.9815e-016,3.9815e-016,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.2526e-009,2.9279e-008,0,3.1208e-015,7.641e-014,8.0154e-009,3.2359e-008,7.3029e-008,0,0,0,6.7014e-013,6.7014e-013,6.7014e-013,2.641e-011,2.641e-011,2.641e-011,8.0154e-009,3.239e-008,7.3793e-008
0,6.5624e-009,2.6493e-008,0,0,0,0,0,0,0,0,0,1.5737e-012,1.5737e-012,1.5737e-012,2.701e-011,2.701e-011,2.701e-011,0,0,0
0,6.6237e-009,2.6873e-008,0,1.0571e-015,2.6342e-014,7.5791e-010,3.2067e-009,7.3496e-009,0,0,0,1.0453e-012,1.1186e-012,1.1186e-012,1.6725e-011,1.6725e-011,1.6725e-011,7.5791e-010,3.2173e-009,7.613e-009
0,5.9934e-009,2.4316e-008,0,0,0,0,0,0,0,0,0,8.9989e-013,8.9989e-013,8.9989e-013,1.4398e-011,1.4398e-011,1.4398e-011,0,0,0
0,5.423e-009,2.2002e-008,0,0,0,0,0,0,0,0,0,3.5244e-013,3.5244e-013,3.5244e-013,7.0155e-012,7.0155e-012,7.0155e-012,0,0,0
0,4.907e-009,1.9908e-008,0,0,0,0,0,0,0,0,0,3.2068e-013,3.2068e-013,3.2068e-013,8.9154e-012,8.9154e-012,8.9154e-012,0,0,0
0,4.44e-009,1.8014e-008,0,0,0,0,0,0,0,0,0,3.6847e-013,4.0624e-013,4.0624e-013,1.2395e-011,1.2395e-011,1.2395e-011,0,0,0
0,4.0175e-009,1.63e-008,0,0,0,0,0,0,0,0,0,3.3783e-013,3.8138e-013,3.8138e-013,1.7757e-011,1.7757e-011,1.7757e-011,0,0,0
0,3.6352e-009,1.4748e-008,0,0,0,0,0,0,0,0,0,3.662e-013,3.662e-013,3.662e-013,2.19e-011,2.19e-011,2.19e-011,0,0,0
0,3.2892e-009,1.3345e-008,0,0,0,0,0,0,0,0,0,2.9204e-013,3.387e-013,3.387e-013,2.3253e-011,2.3253e-011,2.3253e-011,0,0,0
0,2.9762e-009,1.2075e-008,0,0,0,0,0,0,0,0,0,2.4884e-013,2.4884e-013,2.4884e-013,2.2853e-011,2.2853e-011,2.2853e-011,0,0,0
0,2.693e-009,1.0926e-008,0,0,0,0,0,0,0,0,0,1.8905e-013,1.8905e-013,1.8905e-013,2.457e-011,2.5002e-011,2.5002e-011,0,0,0
0,2.4367e-009,9.8862e-009,0,0,0,0,0,0,0,0,0,1.2467e-013,1.2467e-013,1.2467e-013,2.5317e-011,2.5317e-011,2.5317e-011,0,0,0
0,2.2048e-009,8.9454e-009,0,0,0,0,0,0,0,0,0,9.9951e-014,1.4393e-013,1.4393e-013,5.0151e-011,5.1051e-011,5.1051e-011,0,0,0
0,1.995e-009,8.0941e-009,0,0,0,0,0,0,0,0,0,3.0063e-014,5.3445e-014,5.3445e-014,4.1156e-011,4.1156e-011,4.1156e-011,0,0,0
0,1.8052e-009,7.3239e-009,0,0,0,0,0,0,0,0,0,1.8905e-015,7.5622e-015,7.5622e-015,2.2462e-011,2.2876e-011,2.2876e-011,0,0,0
0,1.6334e-009,6.6269e-009,0,0,0,0,0,0,0,0,0,0,0,0,1.9201e-011,1.9201e-011,1.9201e-011,0,0,0
0,1.4779e-009,5.9963e-009,0,0,0,0,0,0,0,0,0,0,0,0,2.4736e-011,2.5219e-011,2.5219e-011,0,0,0
0,1.3373e-009,5.4256e-009,0,0,0,0,0,0,0,0,0,0,0,0,1.0789e-011,1.1473e-011,1.1473e-011,0,0,0
0,1.21e-009,4.9093e-009,0,0,0,0,0,0,0,0,0,0,0,0,1.3659e-011,1.4975e-011,1.4975e-011,0,0,0
