0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.012e-014,9.1077e-014,1.012e-014,9.1077e-014,1.012e-012,1.012e-012,1.012e-012,1.012e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4848e-014,5.5756e-013,7.8407e-014,3.1363e-013,8.7119e-013,8.7119e-013,8.7119e-013,8.7119e-013,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5508e-014,1.0481e-012,1.8197e-013,7.2787e-013,7.2787e-013,7.2787e-013,7.2787e-013,7.2787e-013,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1556e-011,5.7883e-010,8.4808e-011,3.35e-010,1.3251e-012,1.3251e-012,1.3251e-012,1.3251e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5844e-010,7.4086e-009,1.2021e-009,5.5784e-009,2.9753e-012,2.9753e-012,2.9754e-012,2.9753e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1918e-010,3.0618e-009,7.8619e-010,3.3426e-009,1.5392e-012,1.5393e-012,1.5394e-012,1.5393e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3304e-010,3.9271e-009,1.6324e-009,6.0332e-009,2.7196e-012,2.7196e-012,2.7197e-012,2.7196e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1326e-009,8.2447e-009,3.7745e-009,1.3584e-008,5.1018e-012,5.1018e-012,5.1021e-012,5.102e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1813e-009,2.1184e-008,7.7825e-009,2.5958e-008,6.1064e-012,6.1064e-012,6.1071e-012,6.1069e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4064e-009,1.3928e-008,6.3404e-009,2.3202e-008,3.159e-012,3.1591e-012,3.16e-012,3.1596e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293e-009,1.2821e-008,5.5073e-009,2.1264e-008,2.3413e-012,2.3413e-012,2.3417e-012,2.3416e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4986e-009,1.0604e-008,5.8532e-009,2.1667e-008,2.3413e-012,2.3413e-012,2.3417e-012,2.3416e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8447e-010,4.8769e-009,3.7708e-009,1.3725e-008,1.4497e-012,1.4498e-012,1.45e-012,1.4499e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4921e-010,4.1185e-009,4.3177e-009,1.5824e-008,1.6343e-012,1.6343e-012,1.6344e-012,1.6344e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5826e-010,3.2985e-009,4.6022e-009,1.7144e-008,1.7352e-012,1.7352e-012,1.7353e-012,1.7354e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3362e-009,3.8112e-009,6.9189e-009,2.6341e-008,2.6393e-012,2.6394e-012,2.6395e-012,2.6396e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5036e-010,1.5415e-009,3.6165e-009,1.4098e-008,1.4069e-012,1.407e-012,1.407e-012,1.4072e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3821e-010,8.7694e-010,2.6277e-009,1.0511e-008,1.0427e-012,1.0427e-012,1.0428e-012,1.0428e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6242e-010,6.1976e-010,2.3354e-009,9.6842e-009,9.5311e-013,9.5312e-013,9.5312e-013,9.5317e-013,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.014e-010,4.4497e-010,2.0662e-009,8.8519e-009,8.7119e-013,8.7119e-013,8.712e-013,8.7124e-013,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7807e-010,3.6629e-010,2.0511e-009,9.2118e-009,8.9768e-013,8.9769e-013,8.9769e-013,8.9773e-013,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5296e-010,7.8407e-010,5.1499e-009,2.412e-008,2.3413e-012,2.3413e-012,2.3413e-012,2.3414e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.559e-010,1.0419e-009,8.0008e-009,3.8724e-008,3.7811e-012,3.7811e-012,3.7811e-012,3.7815e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6213e-010,8.8512e-010,7.6567e-009,3.8342e-008,3.7811e-012,3.7811e-012,3.7812e-012,3.7818e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4077e-009,1.3686e-009,1.3327e-008,6.9389e-008,6.8837e-012,6.8838e-012,6.8838e-012,6.885e-012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.298e-010,8.7551e-010,9.4332e-009,5.0916e-008,5.1018e-012,5.1018e-012,5.1019e-012,5.1034e-012,0,0,0,0,0,0,0,0
