0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,21.4,21.4,21.4,21.4,0.45,0.45,0.45,0.45
0,0,0,0,0.01,0.03,0.01,0.03,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.68
0,0,0,0,0.02,0.08,0.03,0.06,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,9.6,9.6,9.6,9.6,2.27,2.27,2.27,2.62
0,0,0,0,0.03,0.12,0.05,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3.99,3.99,3.99,2.13
0,0,0,0,0.56,2.09,0.8,1.59,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.93,1.66,0.84
0,0,0,0,1.37,4.99,2.01,4.33,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,2.02,2.09
0,0,0,0,1.44,4.46,2.26,4.66,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,1.3,0.46
0,0,0,0,1.4,3.8,2.45,4.71,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.04,1.26
0,0,0,0,1.49,4.02,2.72,5.16,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,43.2,43.2,43.2,43.2,2.38,2.38,2.39,2.65
0,0,0,0,1.89,5.89,3.57,6.52,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95,0.95,0.5
0,0,0,0,2.11,6.64,4.48,8.57,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.69,1.69,0.91
0,0,0,0,2.35,7.4,4.85,9.53,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.95,0.95,0.56
0,0,0,0,2.53,6.73,5,9.62,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0.49
0,0,0,0,2.47,5.8,5.1,9.73,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0.68
0,0,0,0,2.41,5.02,5.14,9.84,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.15,0.65
0,0,0,0,2.35,4.36,5.15,9.94,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.49,1.35
0,0,0,0,2.25,3.8,5.12,9.99,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1.13,1.48
0,0,0,0,2.15,3.31,5.07,10.01,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95,1.26
0,0,0,0,2.05,2.9,5.02,10.04,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.83,0.93
0,0,0,0,1.95,2.55,4.95,10.08,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,1.27
0,0,0,0,1.86,2.26,4.87,10.08,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0.34
0,0,0,0,1.76,2.02,4.78,10.13,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0.48
0,0,0,0,1.67,1.83,4.69,10.15,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,1.19
0,0,0,0,1.59,1.66,4.6,10.12,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.57,0.98
0,0,0,0,1.51,1.53,4.5,10.07,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0.58
0,0,0,0,1.43,1.41,4.4,10.04,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.52,0.79
0,0,0,0,1.35,1.31,4.3,9.99,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.51
0,0,0,0,1.28,1.22,4.21,9.94,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,0.74
0,0,30.887,113.96,1.53,2.41,5.36,12.45,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,90.2,90.2,90.2,90.2,4.15,4.16,4.17,2.72
0,0,2.6472,6.4598,2.21,6.2,5.91,13.29,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.77,2.75,1.98
0,0,3.5673,6.7493,3.3,8.78,5.89,13.24,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.09,1.09,1.1,0.63
